Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Population,Removed,Susceptibles,Total_beds,Total_Available_Beds,Lockdown_Flag
366,2020-03-26,6:00 PM,Andaman and Nicobar Islands,1.0,0.0,0,0,1,380581,0,380580,,,1
393,2020-03-27,10:00 AM,Andaman and Nicobar Islands,1.0,0.0,0,0,1,380581,0,380580,,,1
421,2020-03-28,6:00 PM,Andaman and Nicobar Islands,6.0,0.0,0,0,6,380581,0,380575,,,1
448,2020-03-29,7:30 PM,Andaman and Nicobar Islands,,,0,0,9,380581,0,380572,,,1
475,2020-03-30,9:30 PM,Andaman and Nicobar Islands,,,0,0,9,380581,0,380572,,,1
503,2020-03-31,8:30 PM,Andaman and Nicobar Islands,,,0,0,10,380581,0,380571,,,1
531,2020-04-01,7:30 PM,Andaman and Nicobar Islands,,,0,0,10,380581,0,380571,,,1
560,2020-04-02,6:00 PM,Andaman and Nicobar Islands,,,0,0,10,380581,0,380571,,,1
589,2020-04-03,6:00 PM,Andaman and Nicobar Islands,,,0,0,10,380581,0,380571,,,1
620,2020-04-04,6:00 PM,Andaman and Nicobar Islands,,,0,0,10,380581,0,380571,,,1
650,2020-04-05,6:00 PM,Andaman and Nicobar Islands,,,0,0,10,380581,0,380571,,,1
122,2020-03-12,6:00 PM,Andhra Pradesh,1.0,0.0,0,0,1,49577103,0,49577102,83937.0,83936.0,0
135,2020-03-13,6:00 PM,Andhra Pradesh,1.0,0.0,0,0,1,49577103,0,49577102,83937.0,83936.0,0
148,2020-03-14,6:00 PM,Andhra Pradesh,1.0,0.0,0,0,1,49577103,0,49577102,83937.0,83936.0,0
149,2020-03-15,6:00 PM,Andhra Pradesh,1.0,0.0,0,0,1,49577103,0,49577102,83937.0,83936.0,0
163,2020-03-16,6:00 PM,Andhra Pradesh,1.0,0.0,0,0,1,49577103,0,49577102,83937.0,83936.0,0
178,2020-03-17,6:00 PM,Andhra Pradesh,1.0,0.0,0,0,1,49577103,0,49577102,83937.0,83936.0,0
193,2020-03-18,6:00 PM,Andhra Pradesh,1.0,0.0,0,0,1,49577103,0,49577102,83937.0,83936.0,0
210,2020-03-19,6:00 PM,Andhra Pradesh,2.0,0.0,0,0,2,49577103,0,49577101,83937.0,83935.0,0
229,2020-03-20,6:00 PM,Andhra Pradesh,3.0,0.0,0,0,3,49577103,0,49577100,83937.0,83934.0,0
249,2020-03-21,6:00 PM,Andhra Pradesh,3.0,0.0,0,0,3,49577103,0,49577100,83937.0,83934.0,0
271,2020-03-22,6:00 PM,Andhra Pradesh,5.0,0.0,0,0,5,49577103,0,49577098,83937.0,83932.0,0
294,2020-03-23,6:00 PM,Andhra Pradesh,7.0,0.0,0,0,7,49577103,0,49577096,83937.0,83930.0,0
317,2020-03-24,6:00 PM,Andhra Pradesh,8.0,0.0,0,0,8,49577103,0,49577095,83937.0,83929.0,0
341,2020-03-25,6:00 PM,Andhra Pradesh,9.0,0.0,1,0,9,49577103,1,49577093,83937.0,83928.0,1
367,2020-03-26,6:00 PM,Andhra Pradesh,11.0,0.0,1,0,11,49577103,1,49577091,83937.0,83926.0,1
394,2020-03-27,10:00 AM,Andhra Pradesh,12.0,0.0,1,0,12,49577103,1,49577090,83937.0,83925.0,1
420,2020-03-28,6:00 PM,Andhra Pradesh,14.0,0.0,1,0,14,49577103,1,49577088,83937.0,83923.0,1
447,2020-03-29,7:30 PM,Andhra Pradesh,,,1,0,19,49577103,1,49577083,83937.0,83918.0,1
474,2020-03-30,9:30 PM,Andhra Pradesh,,,1,0,23,49577103,1,49577079,83937.0,83914.0,1
502,2020-03-31,8:30 PM,Andhra Pradesh,,,1,0,40,49577103,1,49577062,83937.0,83897.0,1
530,2020-04-01,7:30 PM,Andhra Pradesh,,,1,0,83,49577103,1,49577019,83937.0,83854.0,1
559,2020-04-02,6:00 PM,Andhra Pradesh,,,1,1,86,49577103,2,49577015,83937.0,83851.0,1
588,2020-04-03,6:00 PM,Andhra Pradesh,,,1,1,132,49577103,2,49576969,83937.0,83805.0,1
619,2020-04-04,6:00 PM,Andhra Pradesh,,,1,1,161,49577103,2,49576940,83937.0,83776.0,1
649,2020-04-05,6:00 PM,Andhra Pradesh,,,1,1,190,49577103,2,49576911,83937.0,83747.0,1
590,2020-04-03,6:00 PM,Arunachal Pradesh,,,0,0,1,1383727,0,1383726,4724.0,4723.0,1
621,2020-04-04,6:00 PM,Arunachal Pradesh,,,0,0,1,1383727,0,1383726,4724.0,4723.0,1
651,2020-04-05,6:00 PM,Arunachal Pradesh,,,0,0,1,1383727,0,1383726,4724.0,4723.0,1
532,2020-04-01,7:30 PM,Assam,,,0,0,1,31205576,0,31205575,36257.0,36256.0,1
561,2020-04-02,6:00 PM,Assam,,,0,0,5,31205576,0,31205571,36257.0,36252.0,1
591,2020-04-03,6:00 PM,Assam,,,0,0,16,31205576,0,31205560,36257.0,36241.0,1
622,2020-04-04,6:00 PM,Assam,,,0,0,24,31205576,0,31205552,36257.0,36233.0,1
652,2020-04-05,6:00 PM,Assam,,,0,0,26,31205576,0,31205550,36257.0,36231.0,1
272,2020-03-22,6:00 PM,Bihar,2.0,0.0,0,1,2,104099452,1,104099449,29815.0,29813.0,0
295,2020-03-23,6:00 PM,Bihar,2.0,0.0,0,1,2,104099452,1,104099449,29815.0,29813.0,0
318,2020-03-24,6:00 PM,Bihar,3.0,0.0,0,1,3,104099452,1,104099448,29815.0,29812.0,0
342,2020-03-25,6:00 PM,Bihar,4.0,0.0,0,1,4,104099452,1,104099447,29815.0,29811.0,1
368,2020-03-26,6:00 PM,Bihar,6.0,0.0,0,1,6,104099452,1,104099445,29815.0,29809.0,1
395,2020-03-27,10:00 AM,Bihar,6.0,0.0,0,1,6,104099452,1,104099445,29815.0,29809.0,1
422,2020-03-28,6:00 PM,Bihar,9.0,0.0,0,1,9,104099452,1,104099442,29815.0,29806.0,1
449,2020-03-29,7:30 PM,Bihar,,,0,1,11,104099452,1,104099440,29815.0,29804.0,1
476,2020-03-30,9:30 PM,Bihar,,,0,1,15,104099452,1,104099436,29815.0,29800.0,1
504,2020-03-31,8:30 PM,Bihar,,,0,1,15,104099452,1,104099436,29815.0,29800.0,1
533,2020-04-01,7:30 PM,Bihar,,,0,1,23,104099452,1,104099428,29815.0,29792.0,1
562,2020-04-02,6:00 PM,Bihar,,,0,1,24,104099452,1,104099427,29815.0,29791.0,1
592,2020-04-03,6:00 PM,Bihar,,,0,1,29,104099452,1,104099422,29815.0,29786.0,1
623,2020-04-04,6:00 PM,Bihar,,,0,1,30,104099452,1,104099421,29815.0,29785.0,1
653,2020-04-05,6:00 PM,Bihar,,,0,1,30,104099452,1,104099421,29815.0,29785.0,1
223,2020-03-19,6:00 PM,Chandigarh,1.0,0.0,0,0,1,1055450,0,1055449,4534.0,4533.0,0
243,2020-03-20,6:00 PM,Chandigarh,1.0,0.0,0,0,1,1055450,0,1055449,4534.0,4533.0,0
265,2020-03-21,6:00 PM,Chandigarh,1.0,0.0,0,0,1,1055450,0,1055449,4534.0,4533.0,0
288,2020-03-22,6:00 PM,Chandigarh,5.0,0.0,0,0,5,1055450,0,1055445,4534.0,4529.0,0
311,2020-03-23,6:00 PM,Chandigarh,6.0,0.0,0,0,6,1055450,0,1055444,4534.0,4528.0,0
335,2020-03-24,6:00 PM,Chandigarh,7.0,0.0,0,0,7,1055450,0,1055443,4534.0,4527.0,0
360,2020-03-25,6:00 PM,Chandigarh,7.0,0.0,0,0,7,1055450,0,1055443,4534.0,4527.0,1
369,2020-03-26,6:00 PM,Chandigarh,7.0,0.0,0,0,7,1055450,0,1055443,4534.0,4527.0,1
396,2020-03-27,10:00 AM,Chandigarh,7.0,0.0,0,0,7,1055450,0,1055443,4534.0,4527.0,1
423,2020-03-28,6:00 PM,Chandigarh,8.0,0.0,0,0,8,1055450,0,1055442,4534.0,4526.0,1
450,2020-03-29,7:30 PM,Chandigarh,,,0,0,8,1055450,0,1055442,4534.0,4526.0,1
477,2020-03-30,9:30 PM,Chandigarh,,,0,0,8,1055450,0,1055442,4534.0,4526.0,1
505,2020-03-31,8:30 PM,Chandigarh,,,0,0,13,1055450,0,1055437,4534.0,4521.0,1
534,2020-04-01,7:30 PM,Chandigarh,,,0,0,16,1055450,0,1055434,4534.0,4518.0,1
563,2020-04-02,6:00 PM,Chandigarh,,,0,0,16,1055450,0,1055434,4534.0,4518.0,1
593,2020-04-03,6:00 PM,Chandigarh,,,0,0,18,1055450,0,1055432,4534.0,4516.0,1
624,2020-04-04,6:00 PM,Chandigarh,,,0,0,18,1055450,0,1055432,4534.0,4516.0,1
654,2020-04-05,6:00 PM,Chandigarh,,,0,0,18,1055450,0,1055432,4534.0,4516.0,1
211,2020-03-19,6:00 PM,Chhattisgarh,1.0,0.0,0,0,1,25545198,0,25545197,23766.0,23765.0,0
230,2020-03-20,6:00 PM,Chhattisgarh,1.0,0.0,0,0,1,25545198,0,25545197,23766.0,23765.0,0
250,2020-03-21,6:00 PM,Chhattisgarh,1.0,0.0,0,0,1,25545198,0,25545197,23766.0,23765.0,0
273,2020-03-22,6:00 PM,Chhattisgarh,1.0,0.0,0,0,1,25545198,0,25545197,23766.0,23765.0,0
296,2020-03-23,6:00 PM,Chhattisgarh,1.0,0.0,0,0,1,25545198,0,25545197,23766.0,23765.0,0
319,2020-03-24,6:00 PM,Chhattisgarh,1.0,0.0,0,0,1,25545198,0,25545197,23766.0,23765.0,0
343,2020-03-25,6:00 PM,Chhattisgarh,1.0,0.0,0,0,1,25545198,0,25545197,23766.0,23765.0,1
370,2020-03-26,6:00 PM,Chhattisgarh,6.0,0.0,0,0,6,25545198,0,25545192,23766.0,23760.0,1
397,2020-03-27,10:00 AM,Chhattisgarh,6.0,0.0,0,0,6,25545198,0,25545192,23766.0,23760.0,1
424,2020-03-28,6:00 PM,Chhattisgarh,6.0,0.0,0,0,6,25545198,0,25545192,23766.0,23760.0,1
451,2020-03-29,7:30 PM,Chhattisgarh,,,0,0,7,25545198,0,25545191,23766.0,23759.0,1
478,2020-03-30,9:30 PM,Chhattisgarh,,,0,0,7,25545198,0,25545191,23766.0,23759.0,1
506,2020-03-31,8:30 PM,Chhattisgarh,,,0,0,8,25545198,0,25545190,23766.0,23758.0,1
535,2020-04-01,7:30 PM,Chhattisgarh,,,2,0,9,25545198,2,25545187,23766.0,23757.0,1
564,2020-04-02,6:00 PM,Chhattisgarh,,,2,0,9,25545198,2,25545187,23766.0,23757.0,1
594,2020-04-03,6:00 PM,Chhattisgarh,,,3,0,9,25545198,3,25545186,23766.0,23757.0,1
625,2020-04-04,6:00 PM,Chhattisgarh,,,3,0,9,25545198,3,25545186,23766.0,23757.0,1
655,2020-04-05,6:00 PM,Chhattisgarh,,,3,0,9,25545198,3,25545186,23766.0,23757.0,1
35,2020-03-02,6:00 PM,Delhi,1.0,0.0,0,0,1,16787941,0,16787940,44955.0,44954.0,0
39,2020-03-03,6:00 PM,Delhi,1.0,0.0,0,0,1,16787941,0,16787940,44955.0,44954.0,0
43,2020-03-04,6:00 PM,Delhi,1.0,0.0,0,0,1,16787941,0,16787940,44955.0,44954.0,0
46,2020-03-05,6:00 PM,Delhi,2.0,0.0,0,0,2,16787941,0,16787939,44955.0,44953.0,0
52,2020-03-06,6:00 PM,Delhi,3.0,0.0,0,0,3,16787941,0,16787938,44955.0,44952.0,0
63,2020-03-07,6:00 PM,Delhi,3.0,0.0,0,0,3,16787941,0,16787938,44955.0,44952.0,0
72,2020-03-08,6:00 PM,Delhi,3.0,0.0,0,0,3,16787941,0,16787938,44955.0,44952.0,0
85,2020-03-09,6:00 PM,Delhi,4.0,0.0,0,0,4,16787941,0,16787937,44955.0,44951.0,0
88,2020-03-10,6:00 PM,Delhi,4.0,0.0,0,0,4,16787941,0,16787937,44955.0,44951.0,0
99,2020-03-11,6:00 PM,Delhi,5.0,0.0,0,0,5,16787941,0,16787936,44955.0,44950.0,0
110,2020-03-12,6:00 PM,Delhi,6.0,0.0,0,0,6,16787941,0,16787935,44955.0,44949.0,0
123,2020-03-13,6:00 PM,Delhi,6.0,0.0,0,0,6,16787941,0,16787935,44955.0,44949.0,0
136,2020-03-14,6:00 PM,Delhi,7.0,0.0,1,1,7,16787941,2,16787932,44955.0,44948.0,0
150,2020-03-15,6:00 PM,Delhi,7.0,0.0,2,1,7,16787941,3,16787931,44955.0,44948.0,0
164,2020-03-16,6:00 PM,Delhi,7.0,0.0,2,1,7,16787941,3,16787931,44955.0,44948.0,0
179,2020-03-17,6:00 PM,Delhi,8.0,0.0,2,1,8,16787941,3,16787930,44955.0,44947.0,0
194,2020-03-18,6:00 PM,Delhi,9.0,1.0,2,1,10,16787941,3,16787928,44955.0,44945.0,0
212,2020-03-19,6:00 PM,Delhi,11.0,1.0,3,1,12,16787941,4,16787925,44955.0,44943.0,0
231,2020-03-20,6:00 PM,Delhi,16.0,1.0,5,1,17,16787941,6,16787918,44955.0,44938.0,0
251,2020-03-21,6:00 PM,Delhi,25.0,1.0,5,1,26,16787941,6,16787909,44955.0,44929.0,0
274,2020-03-22,6:00 PM,Delhi,28.0,1.0,5,1,29,16787941,6,16787906,44955.0,44926.0,0
297,2020-03-23,6:00 PM,Delhi,28.0,1.0,5,1,29,16787941,6,16787906,44955.0,44926.0,0
320,2020-03-24,6:00 PM,Delhi,29.0,1.0,6,1,30,16787941,7,16787904,44955.0,44925.0,0
344,2020-03-25,6:00 PM,Delhi,30.0,1.0,6,1,31,16787941,7,16787903,44955.0,44924.0,1
371,2020-03-26,6:00 PM,Delhi,35.0,1.0,6,1,36,16787941,7,16787898,44955.0,44919.0,1
398,2020-03-27,10:00 AM,Delhi,35.0,1.0,6,1,36,16787941,7,16787898,44955.0,44919.0,1
425,2020-03-28,6:00 PM,Delhi,38.0,1.0,6,1,39,16787941,7,16787895,44955.0,44916.0,1
452,2020-03-29,7:30 PM,Delhi,,,6,2,49,16787941,8,16787884,44955.0,44906.0,1
479,2020-03-30,9:30 PM,Delhi,,,6,2,87,16787941,8,16787846,44955.0,44868.0,1
507,2020-03-31,8:30 PM,Delhi,,,6,2,97,16787941,8,16787836,44955.0,44858.0,1
536,2020-04-01,7:30 PM,Delhi,,,6,2,152,16787941,8,16787781,44955.0,44803.0,1
565,2020-04-02,6:00 PM,Delhi,,,8,4,219,16787941,12,16787710,44955.0,44736.0,1
595,2020-04-03,6:00 PM,Delhi,,,8,4,219,16787941,12,16787710,44955.0,44736.0,1
626,2020-04-04,6:00 PM,Delhi,,,15,6,445,16787941,21,16787475,44955.0,44510.0,1
656,2020-04-05,6:00 PM,Delhi,,,18,7,503,16787941,25,16787413,44955.0,44452.0,1
372,2020-03-26,6:00 PM,Goa,3.0,0.0,0,0,3,1458545,0,1458542,5679.0,5676.0,1
399,2020-03-27,10:00 AM,Goa,3.0,0.0,0,0,3,1458545,0,1458542,5679.0,5676.0,1
426,2020-03-28,6:00 PM,Goa,3.0,0.0,0,0,3,1458545,0,1458542,5679.0,5676.0,1
453,2020-03-29,7:30 PM,Goa,,,0,0,5,1458545,0,1458540,5679.0,5674.0,1
480,2020-03-30,9:30 PM,Goa,,,0,0,5,1458545,0,1458540,5679.0,5674.0,1
508,2020-03-31,8:30 PM,Goa,,,0,0,5,1458545,0,1458540,5679.0,5674.0,1
537,2020-04-01,7:30 PM,Goa,,,0,0,5,1458545,0,1458540,5679.0,5674.0,1
566,2020-04-02,6:00 PM,Goa,,,0,0,5,1458545,0,1458540,5679.0,5674.0,1
596,2020-04-03,6:00 PM,Goa,,,0,0,6,1458545,0,1458539,5679.0,5673.0,1
627,2020-04-04,6:00 PM,Goa,,,0,0,7,1458545,0,1458538,5679.0,5672.0,1
657,2020-04-05,6:00 PM,Goa,,,0,0,7,1458545,0,1458538,5679.0,5672.0,1
232,2020-03-20,6:00 PM,Gujarat,5.0,0.0,0,0,5,60439692,0,60439687,73409.0,73404.0,0
252,2020-03-21,6:00 PM,Gujarat,7.0,0.0,0,0,7,60439692,0,60439685,73409.0,73402.0,0
275,2020-03-22,6:00 PM,Gujarat,18.0,0.0,0,1,18,60439692,1,60439673,73409.0,73391.0,0
298,2020-03-23,6:00 PM,Gujarat,29.0,0.0,0,1,29,60439692,1,60439662,73409.0,73380.0,0
321,2020-03-24,6:00 PM,Gujarat,32.0,1.0,0,1,33,60439692,1,60439658,73409.0,73376.0,0
345,2020-03-25,6:00 PM,Gujarat,37.0,1.0,0,1,38,60439692,1,60439653,73409.0,73371.0,1
373,2020-03-26,6:00 PM,Gujarat,42.0,1.0,0,3,43,60439692,3,60439646,73409.0,73366.0,1
400,2020-03-27,10:00 AM,Gujarat,42.0,1.0,0,3,43,60439692,3,60439646,73409.0,73366.0,1
427,2020-03-28,6:00 PM,Gujarat,44.0,1.0,0,3,45,60439692,3,60439644,73409.0,73364.0,1
454,2020-03-29,7:30 PM,Gujarat,,,1,5,58,60439692,6,60439628,73409.0,73351.0,1
481,2020-03-30,9:30 PM,Gujarat,,,1,6,69,60439692,7,60439616,73409.0,73340.0,1
509,2020-03-31,8:30 PM,Gujarat,,,3,6,73,60439692,9,60439610,73409.0,73336.0,1
538,2020-04-01,7:30 PM,Gujarat,,,5,6,82,60439692,11,60439599,73409.0,73327.0,1
567,2020-04-02,6:00 PM,Gujarat,,,8,7,87,60439692,15,60439590,73409.0,73322.0,1
597,2020-04-03,6:00 PM,Gujarat,,,10,8,95,60439692,18,60439579,73409.0,73314.0,1
628,2020-04-04,6:00 PM,Gujarat,,,14,10,105,60439692,24,60439563,73409.0,73304.0,1
658,2020-04-05,6:00 PM,Gujarat,,,18,11,122,60439692,29,60439541,73409.0,73287.0,1
42,2020-03-04,6:00 PM,Haryana,0.0,2.0,0,0,2,25351462,0,25351460,25081.0,25079.0,0
47,2020-03-05,6:00 PM,Haryana,0.0,2.0,0,0,2,25351462,0,25351460,25081.0,25079.0,0
53,2020-03-06,6:00 PM,Haryana,0.0,2.0,0,0,2,25351462,0,25351460,25081.0,25079.0,0
64,2020-03-07,6:00 PM,Haryana,0.0,2.0,0,0,2,25351462,0,25351460,25081.0,25079.0,0
71,2020-03-08,6:00 PM,Haryana,0.0,2.0,0,0,2,25351462,0,25351460,25081.0,25079.0,0
84,2020-03-09,6:00 PM,Haryana,0.0,2.0,0,0,2,25351462,0,25351460,25081.0,25079.0,0
89,2020-03-10,6:00 PM,Haryana,0.0,2.0,0,0,2,25351462,0,25351460,25081.0,25079.0,0
100,2020-03-11,6:00 PM,Haryana,0.0,14.0,0,0,14,25351462,0,25351448,25081.0,25067.0,0
111,2020-03-12,6:00 PM,Haryana,0.0,14.0,0,0,14,25351462,0,25351448,25081.0,25067.0,0
124,2020-03-13,6:00 PM,Haryana,0.0,14.0,0,0,14,25351462,0,25351448,25081.0,25067.0,0
137,2020-03-14,6:00 PM,Haryana,0.0,14.0,0,0,14,25351462,0,25351448,25081.0,25067.0,0
151,2020-03-15,6:00 PM,Haryana,0.0,14.0,0,0,14,25351462,0,25351448,25081.0,25067.0,0
165,2020-03-16,6:00 PM,Haryana,0.0,14.0,0,0,14,25351462,0,25351448,25081.0,25067.0,0
180,2020-03-17,6:00 PM,Haryana,1.0,14.0,0,0,15,25351462,0,25351447,25081.0,25066.0,0
195,2020-03-18,6:00 PM,Haryana,3.0,14.0,0,0,17,25351462,0,25351445,25081.0,25064.0,0
213,2020-03-19,6:00 PM,Haryana,3.0,14.0,0,0,17,25351462,0,25351445,25081.0,25064.0,0
233,2020-03-20,6:00 PM,Haryana,3.0,14.0,0,0,17,25351462,0,25351445,25081.0,25064.0,0
253,2020-03-21,6:00 PM,Haryana,3.0,14.0,0,0,17,25351462,0,25351445,25081.0,25064.0,0
276,2020-03-22,6:00 PM,Haryana,7.0,14.0,0,0,21,25351462,0,25351441,25081.0,25060.0,0
299,2020-03-23,6:00 PM,Haryana,12.0,14.0,0,0,26,25351462,0,25351436,25081.0,25055.0,0
322,2020-03-24,6:00 PM,Haryana,14.0,14.0,11,0,28,25351462,11,25351423,25081.0,25053.0,0
346,2020-03-25,6:00 PM,Haryana,14.0,14.0,11,0,28,25351462,11,25351423,25081.0,25053.0,1
374,2020-03-26,6:00 PM,Haryana,16.0,14.0,11,0,30,25351462,11,25351421,25081.0,25051.0,1
401,2020-03-27,10:00 AM,Haryana,16.0,14.0,11,0,30,25351462,11,25351421,25081.0,25051.0,1
428,2020-03-28,6:00 PM,Haryana,19.0,14.0,12,0,33,25351462,12,25351417,25081.0,25048.0,1
455,2020-03-29,7:30 PM,Haryana,,,17,0,33,25351462,17,25351412,25081.0,25048.0,1
482,2020-03-30,9:30 PM,Haryana,,,18,0,36,25351462,18,25351408,25081.0,25045.0,1
510,2020-03-31,8:30 PM,Haryana,,,21,0,40,25351462,21,25351401,25081.0,25041.0,1
539,2020-04-01,7:30 PM,Haryana,,,21,0,43,25351462,21,25351398,25081.0,25038.0,1
568,2020-04-02,6:00 PM,Haryana,,,21,0,43,25351462,21,25351398,25081.0,25038.0,1
598,2020-04-03,6:00 PM,Haryana,,,24,0,49,25351462,24,25351389,25081.0,25032.0,1
629,2020-04-04,6:00 PM,Haryana,,,24,0,49,25351462,24,25351389,25081.0,25032.0,1
659,2020-04-05,6:00 PM,Haryana,,,25,1,59,25351462,26,25351377,25081.0,25022.0,1
254,2020-03-21,6:00 PM,Himachal Pradesh,2.0,0.0,0,0,2,6864602,0,6864600,21105.0,21103.0,0
277,2020-03-22,6:00 PM,Himachal Pradesh,2.0,0.0,0,0,2,6864602,0,6864600,21105.0,21103.0,0
300,2020-03-23,6:00 PM,Himachal Pradesh,2.0,0.0,0,0,2,6864602,0,6864600,21105.0,21103.0,0
323,2020-03-24,6:00 PM,Himachal Pradesh,3.0,0.0,0,1,3,6864602,1,6864598,21105.0,21102.0,0
347,2020-03-25,6:00 PM,Himachal Pradesh,3.0,0.0,0,1,3,6864602,1,6864598,21105.0,21102.0,1
375,2020-03-26,6:00 PM,Himachal Pradesh,3.0,0.0,0,1,3,6864602,1,6864598,21105.0,21102.0,1
402,2020-03-27,10:00 AM,Himachal Pradesh,3.0,0.0,0,1,3,6864602,1,6864598,21105.0,21102.0,1
429,2020-03-28,6:00 PM,Himachal Pradesh,3.0,0.0,0,1,3,6864602,1,6864598,21105.0,21102.0,1
456,2020-03-29,7:30 PM,Himachal Pradesh,,,0,1,3,6864602,1,6864598,21105.0,21102.0,1
483,2020-03-30,9:30 PM,Himachal Pradesh,,,0,1,3,6864602,1,6864598,21105.0,21102.0,1
511,2020-03-31,8:30 PM,Himachal Pradesh,,,0,1,3,6864602,1,6864598,21105.0,21102.0,1
540,2020-04-01,7:30 PM,Himachal Pradesh,,,0,1,3,6864602,1,6864598,21105.0,21102.0,1
569,2020-04-02,6:00 PM,Himachal Pradesh,,,1,1,3,6864602,2,6864597,21105.0,21102.0,1
599,2020-04-03,6:00 PM,Himachal Pradesh,,,1,1,6,6864602,2,6864594,21105.0,21099.0,1
630,2020-04-04,6:00 PM,Himachal Pradesh,,,1,1,6,6864602,2,6864594,21105.0,21099.0,1
660,2020-04-05,6:00 PM,Himachal Pradesh,,,1,1,6,6864602,2,6864594,21105.0,21099.0,1
82,2020-03-09,6:00 PM,Jammu and Kashmir,1.0,0.0,0,0,1,12267032,0,12267031,,,0
97,2020-03-10,6:00 PM,Jammu and Kashmir,1.0,0.0,0,0,1,12267032,0,12267031,,,0
107,2020-03-11,6:00 PM,Jammu and Kashmir,1.0,0.0,0,0,1,12267032,0,12267031,,,0
118,2020-03-12,6:00 PM,Jammu and Kashmir,1.0,0.0,0,0,1,12267032,0,12267031,,,0
131,2020-03-13,6:00 PM,Jammu and Kashmir,1.0,0.0,0,0,1,12267032,0,12267031,,,0
144,2020-03-14,6:00 PM,Jammu and Kashmir,2.0,0.0,0,0,2,12267032,0,12267030,,,0
159,2020-03-15,6:00 PM,Jammu and Kashmir,2.0,0.0,0,0,2,12267032,0,12267030,,,0
174,2020-03-16,6:00 PM,Jammu and Kashmir,3.0,0.0,0,0,3,12267032,0,12267029,,,0
189,2020-03-17,6:00 PM,Jammu and Kashmir,3.0,0.0,0,0,3,12267032,0,12267029,,,0
205,2020-03-18,6:00 PM,Jammu and Kashmir,3.0,0.0,0,0,3,12267032,0,12267029,,,0
224,2020-03-19,6:00 PM,Jammu and Kashmir,4.0,0.0,0,0,4,12267032,0,12267028,,,0
244,2020-03-20,6:00 PM,Jammu and Kashmir,4.0,0.0,0,0,4,12267032,0,12267028,,,0
266,2020-03-21,6:00 PM,Jammu and Kashmir,4.0,0.0,0,0,4,12267032,0,12267028,,,0
289,2020-03-22,6:00 PM,Jammu and Kashmir,4.0,0.0,0,0,4,12267032,0,12267028,,,0
